State,Name,CID,FECCandID
UT,Tim Aalders,N00034296,S2UT00229
CO,David Aarestad,N00040877,H8CO06237
AZ,Bill Abatecola,N00040419,H6AZ03245
AZ,Deedra Abboud,N00041028,S8AZ00122
MN,Jamal Abdulahi,N00040725,H8MN05163
GA,Kevin Abel,N00041944,H8GA06377
ND,Tiffany Abentroth,N00043353,H8ND00120
LA,Ralph Abraham,N00036633,H4LA05221
NM,John Abrams,N00041156,H8NM01356
GA,David Abroms,N00040686,H8GA06302
MI,Frank Jr Accavitti,N00039682,H8MI10132
NY,Carl Achille,N00042673,H8NY05107
NC,Brandon W. Acker,N00039865,H8NC07093
OH,Melissa Ackison,N00041927,S8OH00094
FL,Elizabeth Adadi,N00043146,H8FL27219
TX,Glenn Adair,N00040972,H8TX06209
NC,Alma Adams,N00035451,H4NC12100
CT,Ann Marie Adams,N00040808,S8CT00105
FL,David Adams,N00037273,H6FL26017
NC,Denise Darcel Adams,N00040736,H8NC05063
MI,Dion Adams,N00041964,H8MI04085
CA,Donald Adams,N00041029,S8CA00325
OH,John Adams,N00032432,H0OH15099
VA,Kimberly Adams,N00041420,H8VA10148
MT,Timothy Adams,N00043410,S8MT00291
PA,Paul Addis,N00041289,S8PA00304
PA,Paul David Addis,N00043235,H8PA05303
VT,Folasade Adeluola,N00041292,S8VT00117
AL,Robert B Aderholt,N00003028,H6AL04098
TX,Vanessa Adia,N00040978,H8TX12074
WA,Eric Agnew,N00041539,H8WA05185
CA,Pete Aguilar,N00033997,H2CA31125
TX,Bert Aguin,N00042925,H8TX08114
PA,Nina Ahmad,N00042202,H8PA01237
CA,Kaisar Ahmed,N00039752,H6CA31159
CA,Jason Ahn,N00040650,H8CA34217
WA,Poga Ahn,N00040776,H8WA08114
CA,Robert Lee Ahn,N00040654,H8CA34258
UT,Tanner Ainge,N00041217,H8UT03196
GA,Femi Akinkugbe,N00043155,H8GA13043
FL,Bill Akins,N00041939,H8FL17038
MN,Johnny Akzam,N00040917,H8MN01246
SC,Dan Albert,N00043455,H8SC04425
OH,Ed Albertson,N00039147,H6OH12127
MI,Catherine Albro,N00041821,H8MI03079
IA,Charles Aldrich,N00030533,H8IA04155
UT,Deborah Aldrich,N00041219,H8UT03212
CA,Ted Alemayhu,N00040862,H8CA37301
TX,Sherrill Kenneth Alexander,N00041885,H8TX35018
CA,Sophia Alexander,N00042610,H8CA39273
MN,Ali Chehem Ali,N00043487,S8MN00651
SC,Mark Anthony Ali,N00042718,H8SC05240
AZ,Chad Allen,N00042055,H8AZ08141
GA,Kathleen Allen,N00040887,H8GA07144
UT,Kathryn Allen,N00040768,H8UT03139
GA,Richard W Allen,N00033720,H2GA12121
FL,Samuel Allen,N00041451,H8FL11106
TX,Todd Allen,N00041205,H8TX24103
VA,Helen Alli,N00040771,H8VA07060
TN,Chaz Anthony Allison,N00042721,H8TN05286
NC,Roger Allison,N00042656,H8NC01104
CA,Michael Allman,N00041768,H8CA52136
NJ,Patrick Allocco,N00042876,H8NJ11225
TX,Colin Allred,N00040989,H8TX32098
NV,Vance Alm,N00036337,H8NV02152
IN,James Dean Alspach,N00042842,H8IN09131
IN,Nathan J Altman,N00043292,S8IN00213
MI,Justin Amash,N00031938,H0MI03126
AL,Tommy Amason,N00041475,H8AL02189
MA,Tahirah Amatul-Wadud,N00042135,H8MA01050
WV,Ayne Amjad,N00041540,H8WV03071
NV,Mark Amodei,N00031177,H2NV02395
WA,Thor Amundson,N00007929,S8WA00137
TX,Ivan Andarza,N00042264,H8TX21265
MN,Margaret Anderson Kelliher,N00043511,H8MN05221
MN,Bob Anderson,N00042761,S8MN00594
CT,Bryan Neil Anderson,N00041777,H8CT03067
HI,Consuelo E Anderson,N00043625,S8HI00194
MS,Jeramey Anderson,N00041674,H8MS04438
OH,John Anderson,N00032090,H0OH07104
MN,Merrill Anderson,N00043486,S8MN00644
MN,Rae Hart Anderson,N00043589,S8MN00677
LA,Robert Jon Anderson,N00042640,H8LA03060
NY,Linda Andrei,N00042186,H8NY23225
MO,Ed Andres,N00043345,H8MO06126
AZ,Thad Andreski,N00042570,H8AZ04157
NH,Naomi Andrews,N00043441,H8NH01285
NV,Sharron Angle,N00027581,H6NV02172
AZ,Travis Angry,N00042052,H8AZ08117
PA,Aaron Anthony,N00040955,H8PA12077
MD,Charles Anthony,N00043165,H8MD03165
NV,Stavros Anthony,N00041380,H8NV04026
NV,John Anzalone,N00042180,H8NV04034
MO,Winston Apple,N00042653,H8MO06118
TX,Robert Applebaum,N00042951,H8TX36032
CA,Douglas L Applegate,N00037263,H6CA49102
CA,Vanessa Aramayo,N00040610,H6CA34252
PA,Larry Arata,N00042898,H8PA05238
AZ,Hector Mr. Araujo,N00043105,H8AZ09065
OR,Daniel Arcangel,N00043228,H8OR04159
NC,Chuck Archerd,N00043176,H8NC11145
AZ,Sergio Arellano,N00042048,H8AZ03142
DE,Rob Arlett,N00043394,S8DE00145
ND,Kelly Armstrong,N00042868,H8ND00096
MO,David Arnold,N00031949,H0MO03120
WA,Keith Arnold,N00030295,H8WA08080
NM,Janice Arnold-Jones,N00033403,H8NM01372
TX,Phillip Aronoff,N00042286,H8TX29094
CT,Harry Arora,N00042089,H8CT04214
AZ,Joe Arpaio,N00042556,S8AZ00247
AL,Jennifer O'Farrill Arras,N00042600,H8AL01074
TX,Alma Arredondo-Lynch,N00041602,H8TX23113
TX,Jodey Arrington,N00038285,H6TX19099
SC,Katherine Arrington,N00041593,H8SC01124
IL,Nathan Arroyave,N00040704,H8IL16088
KS,Joseph Ashby,N00040716,H8KS04153
TX,Ken Ashby,N00005697,H8TX05052
NE,Brad Ashford,N00005293,H4NE02054
MD,Ted Athey,N00040378,H6MD06261
NY,Mark-Christian Aubin,N00039636,H8NY11147
AL,Lee Auman,N00042373,H8AL04094
HI,Tony Austin,N00042819,H8HI02158
TN,Trudy A Austin,N00043568,S8TN00428
MN,John Wayne Austinson,N00041359,H8MN01287
IL,Randy Auxier,N00042425,H8IL12152
TN,Leo Awgowhat,N00043537,H8TN09122
IA,Cindy Axne,N00041104,H8IA03124
MS,Kevin Aycox,N00043030,H8MS03174
PA,Cynthia Ayers,N00041288,S8PA00296
MA,Shiva Ayyadurai,N00041034,S8MA00268
VA,Shadi Ayyas,N00042731,H8VA10189
NY,Joel Azumah,N00036877,H4NY09090
NM,David Baake,N00041374,H8NM02131
TX,Brian Babin,N00005736,H6TX02079
CA,Joe Baca,N00007089,H6CA42099
PA,Steve Bacher,N00042205,H8PA08166
NE,Donald John Bacon,N00037049,H6NE02125
OH,Kevin Bacon,N00042198,H8OH12222
PA,George Badey,N00034281,H8PA05253
CO,Dan Baer,N00041559,H8CO07086
FL,Lauren Baer,N00041785,H8FL18028
TN,Bill Bailey,N00041741,S8TN00329
NC,Tom Bailey,N00043179,H8NC13075
IN,Jim Baird,N00041954,H8IN04199
NV,Kamau Bakari,N00036336,S8NV00230
TX,Melina Baker,N00042950,H8TX32189
AZ,Scott Allen 1972 Baker,N00042057,H8AZ08166
FL,Ariadna Balaguer,N00042098,H8FL27169
TX,David Balat,N00040763,H8TX07082
PA,Mary Ellen Balchunis,N00036368,H4PA07092
OH,Troy Balderson,N00042194,H8OH12180
WI,Tammy Baldwin,N00004367,S2WI00219
CA,Dan Ball,N00041761,H8CA36162
TN,Jody Ball,N00039837,H6TN05314
MA,Jeffrey Ballinger,N00043599,H8MA03239
IN,Thomas Ballock,N00042122,H8IN04207
NY,Dana Balter,N00041854,H8NY24090
IN,Jim Banks,N00037185,H6IN03229
NY,Jim Banks,N00041457,H8NY27119
TN,Mickie Lou Banyas,N00043253,H8TN01095
OR,Ricky Barajas,N00043218,H8OR01239
CA,Yona Barash,N00041754,H8CA07072
NY,Hank Bardel,N00025804,H2NY13062
MS,David Wayne Baria,N00043077,S8MS00253
CA,Mike Barkley,N00033200,H2CA00096
PA,Lou Barletta,N00025495,S8PA00320
TN,Dawn Barlow,N00042917,H8TN06128
WI,Charles Barman,N00042997,S8WI00240
TX,Levy Jr Barnes,N00041534,H8TX14138
OR,Charles Rand Barnett,N00042201,H8OR03060
NY,Rachel Barnhart,N00043209,H8NY25121
MN,Robert Barnheiser,N00042352,S8MN00560
TX,Roger Barone,N00040969,H8TX03081
KY,Andy Barr,N00031233,H0KY06104
OH,Robert Barr,N00041989,H8OH01100
CA,Nanette Barragan,N00037019,H6CA44103
WY,John A Barrasso,N00006236,S6WY00068
FL,Bruno Barreiro,N00041091,H8FL27037
TX,Roy Barrera,N00038828,H6TX27092
AR,Michael Barrett,N00041556,H8AR04114
CO,Mark Barrington,N00042801,H8CO07094
CO,Roger Barris,N00043498,H8CO02269
CA,Mary Helen Barro,N00042782,H8CA23129
NJ,Raafat Barsoom,N00042668,H8NJ07249
MS,Tobey Bartee,N00043488,S8MS00295
NJ,John Bartlett,N00041371,H8NJ11167
TX,Lori Bartley,N00037454,H6TX18141
TX,Joe Barton,N00005656,H4TX06117
PA,Jeff Bartos,N00041042,S8PA00262
FL,Mary Barzee Flores,N00041494,H8FL27086
WA,Doug Basler,N00036660,H4WA09061
NY,Bill Bass,N00042476,H8NY24116
CA,Karen Bass,N00031877,H0CA33117
CA,Ron Bassilian,N00040664,H8CA37293
CA,Regina Bateson,N00040849,H8CA04194
FL,Rontel Batie,N00041779,H8FL05132
TX,Donald Batiste,N00042258,H8TX18170
CA,Lisa Battista,N00040854,H8CA10134
MO,Jerome Bauer,N00043406,S8MO00319
CA,Scott Baugh,N00038659,H6CA48245
WV,Ralph Baxter,N00041717,H8WV01067
TX,Brent Beal,N00041190,H8TX01044
NY,Jeff Beals,N00041164,H8NY19215
ME,Henry John Bear,N00042144,H8ME02227
OH,Joyce Beatty,N00033904,H2OH03125
CA,Pierre Beauregard,N00040873,H8CA50114
NV,Joel Beck,N00043194,H8NV02137
IN,Tobi Beck,N00040899,H8IN04124
TX,Nicholas Becker,N00042935,H8TX17164
VA,Eileen Bedell,N00038849,H6VA07148
CA,Mateo Morelos Bedolla,N00040851,H8CA10100
MS,Danny Bedwell,N00034073,S8MS00337
WA,Jeffrey Beeler,N00043542,H8WA01077
CO,Andrew Been,N00042802,H8CO07102
PA,Chet Beiler,N00043240,H8PA11111
NH,Brian D Belanger,N00042463,H8NH02291
IN,Jeremy Belko,N00042825,H8IN01153
TX,Adam Bell,N00038795,H8TX03156
TX,Adrienne Bell,N00041197,H8TX14120
SC,Barry Bell,N00042911,H8SC04292
OH,James Jerome Bell,N00037241,H8OH11281
NJ,Jeff Bell,N00000871,S8NJ00012
MI,Anita Belle,N00041735,S8MI00380
VA,Dave Belote,N00041414,H8VA02053
MI,David Benac,N00041129,H8MI06130
IN,Tyler Bender,N00041953,H8IN03084
IL,Douglas Bennett,N00040701,H8IL10115
UT,Jim Bennett,N00041709,H8UT03360
MI,Kerry Bentivolio,N00033625,H2MI11133
NV,Joyce Bentley,N00043443,H8NV01261
CA,Robert Bentley,N00042072,H8CA36196
IL,David Bequette,N00041113,H8IL12103
CA,Ami Bera,N00030717,H0CA03078
AL,James Beretta,N00041272,S8AL00431
MI,John Bergman,N00039533,H6MI01226
TN,Charlotte Bergmann,N00032405,H8TN09114
CA,Benny Bernal,N00037017,H6CA29203
FL,Joceline Berrios,N00042804,H8FL04093
TX,Ira Bershad,N00041207,H8TX26074
TX,Lander Bethel,N00042231,H8TX04170
TX,William Betts,N00042252,H8TX11126
WA,Jaime Herrera Beutler,N00031559,H0WA03187
KS,Matthew Bevens,N00042127,H8KS02207
AZ,Augie Beyer,N00041301,H8AZ08075
VA,Don Beyer,N00036018,H4VA08224
GA,Mohammad Ali Bhuiyan,N00040822,H0GA06143
CA,Arun K Bhumitra,N00043280,S8CA00572
TX,Carl Bible,N00042042,S8TX00335
MO,Chadwick Bicknell,N00043337,H8MO03206
MI,Steve Bieda,N00042150,H8MI09126
TX,John Biggan,N00041881,H8TX24111
VA,Julia Biggins,N00041892,H8VA10163
AZ,Andy Biggs,N00039293,H6AZ05083
MI,Mark Bignell,N00042147,H8MI04093
FL,Gus Bilirakis,N00027462,H6FL09070
PA,Joe Billie,N00041179,H8PA07135
TX,Willie Billups,N00042291,H8TX33021
WA,Stoney Bird,N00043608,H8WA02190
TX,Veronica Birkenstock,N00041209,H8TX26090
AZ,Bob Bishop,N00041918,S8AZ00171
MD,Dave Bishop,N00042445,H8MD04221
MI,Mike Bishop,N00036449,H4MI08135
UT,Rob Bishop,N00025292,H2UT01094
AL,Ron Bishop,N00041917,S8AL00480
GA,Sanford Bishop,N00002674,H2GA02031
MI,Kimberly Bizon,N00042452,H8MI10108
SD,Tim Bjorkman,N00041469,H8SD01097
OK,Gwendolyn Black,N00042488,H8OK05133
SC,Phil Black,N00030082,H8SC02098
MD,Thereasa Black,N00041126,H8MD04213
TN,Marsha Blackburn,N00003105,S8TN00337
AL,Anthony Blackmon,N00042374,H8AL04102
TX,Jaimy Blanco,N00042288,H8TX29110
NH,Lynne Blankenbeker,N00042462,H8NH02283
WV,Don Blankenship,N00042370,S8WV00150
NC,Seth Blankenship,N00042158,H8NC10105
OH,Robert Blazek,N00042684,H8OH06141
SC,Bill Bledsoe,N00039665,H8SC05133
CA,Bobby Bliatout,N00041307,H8CA22154
MO,Mark Bliss,N00039803,H6MO04232
PA,Stephen Bloom,N00041592,H8PA11061
IA,Rod Blum,N00033744,H2IA01055
OR,Earl Blumenauer,N00007727,H6OR03064
TX,Jeffrey Blunt,N00005981,H8TX21125
MD,Ray Bly,N00026756,H8MD07042
TN,John Boatner,N00042007,H8TN08108
PA,Bibiana Boerio,N00043245,H8PA14065
MS,Jensen Bohren,N00041442,S8MS00220
OR,Court Boice,N00042890,H8OR04142
WI,Brad Boivin,N00043468,H8WI01172
GA,Donald Bolena,N00040678,H8GA06229
TX,Mark Boler,N00031805,H0TX26105
MO,Susan Bolhafner,N00040728,H8MO01135
NE,Larry Bolinger,N00043181,H8NE03103
OR,Suzanne Bonamici,N00033474,H2OR01133
ME,Tiffany Bond,N00041818,H8ME02219
MI,Kristine Bonds,N00042453,H8MI11353
NC,Paul Bonham,N00041516,H8NC12101
WA,Jered Bonneau,N00042957,H8WA05201
FL,Jay Bonner,N00035577,H4FL20064
DE,Tykiem Booker,N00041440,S8DE00111
NY,Tanya Boone,N00041985,H8NY21302
GU,Madeleine Z Bordallo,N00024866,H2GU00033
WA,Tamborine Borrelli,N00042018,H8WA10029
PA,Susan Boser,N00042711,H8PA09065
IL,Mike Bost,N00035420,H4IL12060
DC,Carolyn Bourdeaux,N00041321,H8DC07015
GA,Carolyn Bourdeaux,N00041791,H8GA07201
MO,Jenna Marie Bourgeois,N00041673,H8MO04089
UT,Craig Bowden,N00035465,S8UT00127
WA,Earl Bowerman,N00043611,H8WA03222
TX,Harry Bowers,N00041204,H8TX22214
NY,Don Boyajian,N00041589,H8NY21286
MS,Richard Boyanton,N00042762,S8MS00238
DE,"Henry Charles ""Chuck"" Jr Boyce",N00040809,S8DE00103
AL,Will Boyd,N00031440,S8AL00407
PA,Brendan Boyle,N00035307,H4PA13199
PA,Dan Boyle,N00042708,H8PA07226
CA,James Bradley,N00043073,S8CA00515
MI,Dwight Brady,N00041819,H8MI01164
TX,Kevin Brady,N00005883,H6TX08100
PA,Robert A Brady,N00001619,H8PA01153
ME,Eric Brakey,N00041037,S8ME00130
TN,Stephen Brandon,N00042918,H8TN06136
OK,Mary Brannon,N00043369,H8OK04094
VA,Dave Brat,N00036013,H4VA07143
IN,Mike Braun,N00041731,S8IN00171
IN,Steve Braun,N00041658,H8IN04165
AL,Joseph Breault,N00041436,S8AL00449
MT,Rick Breckenridge,N00040447,S8MT00309
TN,Philip Bredesen,N00042361,S8TN00386
CA,Christopher Brennan,N00042347,S8CA00424
NC,Lee Brian,N00041515,H8NC04082
GA,Adam Wayne Bridges,N00041093,H8GA01048
IL,Amy Murri Briel,N00041655,H8IL16146
AL,Bobby Bright,N00029838,H8AL02213
SC,Lee Bright,N00035669,H8SC04342
AZ,David Brill,N00042376,H8AZ04140
NY,Anthony Brindisi,N00041385,H8NY22151
AL,Randy Brinson,N00041024,S8AL00316
CA,John Briscoe,N00042788,H8CA47078
NY,Joyce Briscoe,N00043447,H8NY16104
NY,Steven Brisee,N00040623,H8NY19165
OK,Elysabeth Britt,N00043217,H8OK05158
AZ,Craig Brittain,N00041919,S8AZ00189
MO,Benjamin Brixey,N00039963,H6MO07292
GA,Flynn Jr Broady,N00043151,H8GA11054
PA,Rueben Brock,N00041994,H8PA00023
IL,Matt Brolley,N00041344,H8IL14166
MI,Martin Brook,N00042148,H8MI09100
IL,Howard Jr Brookins,N00038640,H6IL01167
GU,Doris Flores Brooks,N00043576,H8GU01046
TN,James Brooks,N00043527,H8TN01103
PA,Janis Brooks,N00034126,H2PA14092
AL,Mo Brooks,N00030910,H0AL05163
NV,Sherry Brooks,N00032053,S0NV00377
IN,Susan Brooks,N00033495,H2IN05082
CA,Aja Brown,N00042787,H8CA44117
FL,Alvin Brown,N00042574,H8FL05140
MD,Anthony Brown,N00036999,H6MD04209
SC,Brandon Brown,N00027066,H8SC04300
WA,Christine Brown,N00041238,H8WA04089
NC,David Wilson Brown,N00041368,H8NC10097
SC,Jordan Brown,N00042716,H8SC04268
NJ,Lindsay Brown,N00041681,H8NJ07207
WA,Lisa Brown,N00041715,H8WA05193
MD,Michael Brown,N00042849,H8MD01243
TX,Paul Brown,N00037254,H6TX32043
VA,Shaun Brown,N00039713,H8VA02061
OH,Sherrod Brown,N00003535,S6OH00163
SC,Stephen Brown,N00043047,H8SC04375
NV,Steve Brown,N00034590,H4NV04058
TX,Steve Brown,N00042273,H8TX22263
CA,Yolanda Brown,N00041629,H8CA08104
PA,Dean Browning,N00042211,H8PA15260
NY,Kate Browning,N00041848,H8NY01197
CA,Julia Brownley,N00034254,H2CA00120
KS,George Bruce,N00040710,H8KS04096
TX,Dale Brueggemann,N00033315,H8TX15051
WA,Joseph Brumbles,N00043616,H8WA10045
TX,Earl Brunner,N00042507,H8TX05169
UT,Loy Brunson,N00033163,S0UT00231
TX,Bech Bruun,N00042280,H8TX27072
TX,Pat Bryan,N00038791,H6TX02160
WA,David R Bryant,N00043573,S8WA00277
WI,Randy Bryce,N00041425,H8WI01123
FL,Sean Buchan,N00040880,H8FL09118
NY,Jarred Buchanan,N00042184,H8NY18266
FL,Vernon Buchanan,N00027626,H6FL13148
UT,Joe Buchman,N00030092,H8UT03352
FL,George Buck,N00042576,H8FL13136
CO,Kenneth R Buck,N00030829,H4CO04090
IN,Larry Bucshon,N00031227,H0IN08114
NC,Ted Budd,N00039551,H6NC13129
FL,Jason Bulger,N00042401,H8FL04077
NY,Adem Bunkeddeko,N00041850,H8NY09158
NY,Sean Bunny,N00041987,H8NY27135
TX,Lorie Burch,N00041192,H8TX03099
TN,Tim Burchett,N00041594,H8TN02119
OH,James E Burgess,N00042189,H8OH03106
TX,Michael Burgess,N00025219,H2TX26093
UT,Mary Burkett,N00041886,H8UT02248
TX,Eric Burkhart,N00041408,H8TX21208
NV,Danny Burleigh,N00043079,S8NV00180
OR,Eric Burnette,N00041858,H8OR02153
NH,Bob Burns,N00043442,H8NH02309
TX,Cullen Burns,N00042946,H8TX29144
SC,Mark Burns,N00042910,H8SC04284
CA,Jeffrey Burum,N00041633,H8CA26122
AL,Gerald Lee Busby,N00042553,S7AL00011
IN,Aaron Michael Bush,N00041116,H8IN02144
MO,Cori Bush,N00039373,H8MO01143
CO,Diane Mitsch Bush,N00041317,H8CO03192
IL,Cheri Bustos,N00033390,H2IL17071
NY,Jineea Butler,N00043037,H8NY13150
WA,Jon Butler,N00043635,S8WA00376
TX,Joshua A Butler,N00040764,H8TX07090
CA,Josh Butner,N00040872,H8CA50106
CA,Shahid Buttar,N00042779,H8CA12262
NC,G K Butterfield,N00027035,H4NC01046
OH,Pamela Pinkney Butts,N00042192,H8OH11299
AL,Bradley Byrne,N00035380,H4AL01123
OR,Michael Byrne,N00043222,H8OR02195
CA,Maria Cabildo,N00040647,H8CA34183
CT,Angel Cadena ,N00039948,H6CT03145
TX,Tawana Cadien,N00034726,H8TX10151
CA,Andy Caffrey,N00033505,H6CA02226
CA,Bryan Caforio,N00038607,H6CA25177
AL,Butler Cain,N00041054,H8AL05174
RI,Salvatore Caiozzo,N00040178,H6RI02284
CA,Roza Calderon,N00041067,H8CA04202
MD,Kevin Caldwell,N00041814,H8MD06192
AR,Randy Caldwell,N00043100,H8AR04148
AL,Vann Caldwell,N00041271,S8AL00423
IA,Ginny Caligiuri,N00042820,H8IA02084
GA,David Callahan,N00043016,H8GA13035
OR,Mark Callahan,N00041528,H8OR05198
TX,Jeff Callaway,N00042920,H8TX01069
FL,Chuck Callesto,N00043317,H8FL03061
CA,Ken Calvert,N00007099,H2CA37023
MO,Kress Cambers,N00041829,H8MO05128
IL,Craig Cameron,N00041346,H8IL17045
CA,Ammar Campa-Najjar,N00040871,H8CA50098
HI,Sheryl Campagna,N00042108,H8HI02133
TX,Danny Campbell,N00042233,H8TX05102
MT,Doug Campbell,N00041138,H8MT00093
MO,Japheth Campbell,N00041619,S8MO00152
IN,Mike Campbell,N00013089,H8IN06160
ND,Tom Campbell,N00041738,H8ND00104
MD,Tony Campbell,N00042978,S8MD00328
CA,Candance Camper,N00041311,H8CA43127
WI,Allen Campos,N00042304,H8WI07070
CA,Alejandra Campoverdi,N00040611,H8CA34126
AR,Tom Canada,N00043102,H8AR04171
TX,Judy Canales,N00041880,H8TX23154
NC,Christian Cano,N00038436,H6NC09184
IN,Dan Canon,N00041347,H8IN09081
FL,Tim Canova,N00038633,H6FL23063
TX,Quico Canseco,N00026722,H4TX28046
TX,James Cantu,N00041405,H8TX08098
WA,Maria Cantwell,N00007836,S8WA00194
MA,Michael E Capuano,N00000267,H8MA08071
TX,Barbara Mallory Caraway,N00033544,H2TX30079
CA,Salud Carbajal,N00037015,H6CA24303
CA,Beatrice Cardenas,N00042571,H8CA27120
CA,Tony Cardenas,N00033373,H2CA28113
MD,Ben Cardin,N00001955,S6MD03177
VA,Pete Carey,N00042956,H8VA11104
TX,James Cargas,N00034135,H2TX07036
TN,John Carico,N00043569,S8TN00436
WA,Collin Richard Carlson,N00043606,H8WA02174
FL,Kristen Carlson,N00043423,H8FL15271
NJ,Rob Carlson,N00042872,H8NJ01242
MN,Steve Carlson,N00032688,S4MN00437
TX,Todd Carlton,N00039427,H6TX08191
CA,Arturo Carmona,N00040612,H8CA34134
OH,Evan Carp,N00040944,H8OH14129
HI,Crystal Carpenter,N00042350,S8HI00178
IN,Douglas Carpenter,N00036120,H4IN02150
DE,Tom Carper,N00012508,S8DE00079
MI,Bob Carr,N00004098,S4MI00298
SC,Sean Carrigan,N00041693,H8SC02106
TX,John Rene Carrillo,N00041703,H8TX16117
CA,Wendy Carrillo,N00040598,H8CA34118
CA,Brian Carroll,N00042070,H8CA22162
CA,Jerry Leon Carroll,N00007498,S2CA00591
IN,Andre Carson,N00029513,H8IN07184
MD,Anthony Carter,N00042451,H8MD07109
GA,Buddy Carter,N00035346,H4GA01039
TX,John Carter,N00025095,H2TX31044
NV,Patrick Carter,N00042879,H8NV03259
PA,Matt Cartwright,N00034128,H2PA17079
CA,Daniel Casara,N00041315,H8CA50130
TX,Mason Casas,N00040977,H8TX11092
HI,Ed Case,N00025882,H2HI02128
PA,Bob Casey,N00027503,S6PA00217
TX,Keith Casey,N00038807,H6TX14132
NY,Thomas Casey,N00025817,H2NY27088
AL,Thomas Casson,N00036093,H4AL03053
OK,Richard Castaldo,N00043366,H8OK02197
CA,Julio Castaneda,N00041074,H8CA39141
IL,Sean Casten,N00041338,H8IL06139
UT,Lee Castillo,N00043050,H8UT01158
FL,Kathy Castor,N00027514,H6FL11126
TX,Joaquin Castro,N00033316,H2TX35011
AZ,Kevin Cavanaugh,N00040639,H8AZ01211
HI,Cam Cavasso,N00027227,H8HI00012
PA,Gina Cerilli,N00041999,H8PA18207
OH,Steve Chabot,N00003689,H8OH01043
CA,Gloria Chadwick,N00040668,H8CA50080
MD,Chris Chaffee,N00036537,S6MD03557
MN,Christopher Chamberlin,N00042153,H8MN05197
MA,Alexandra Chandler,N00042136,H8MA03163
CO,Dan R Chapin,N00043138,H8CO06286
MA,Mary Jean Charbonneau,N00010148,H8MA06141
NV,Richard Charles,N00034591,S2NV00233
WA,Brad Chase,N00043633,S8WA00350
SC,Chris Chastain,N00042214,H8SC04219
IN,Rob Chatlos,N00041661,H8IN09115
PA,Shelly Chauncey,N00042495,H8PA07168
NM,Annie Chavez,N00041519,H8NM01414
TX,Norma Chavez,N00042257,H8TX16141
CA,Rocky Chavez,N00036918,H8CA49124
CA,Robert Neil Cheader,N00041070,H8CA20083
CA,Gregory Cheadle,N00034603,H2CA01136
CA,Jay Chen,N00034000,H2CA39136
IL,Carole Cheney,N00041339,H8IL06147
WY,Liz Cheney,N00035504,H6WY00159
FL,Sheila Cherfilus-Mccormick,N00043504,H8FL20032
SC,Dimitri Cherny,N00036868,H4SC01271
MO,Jacques Chery,N00042156,H8MO06100
NC,Allen Chesser,N00041836,H8NC02102
OH,Gary Chiero,N00042695,H8OH12313
NJ,Sridhar Chillara,N00043033,H8NJ06159
HI,Doug Chin,N00042106,H8HI01200
FL,Angie Chirino,N00042099,H8FL27177
NY,Mizanur Choudhury,N00043204,H8NY05123
PA,John Chrin,N00041182,H8PA17050
UT,Jason Christensen,N00041229,H8UT03311
PA,Jim Christiana,N00041043,S8PA00270
IN,Jennifer Christie,N00042433,H8IN05196
CA,Judy Chu,N00030600,H0CA32101
IN,Larry Chubb,N00042823,H8IN01138
TX,Peter Churchman,N00042934,H8TX17156
NY,Joe Ciardullo,N00043448,H8NY17102
RI,David Cicilline,N00032019,H0RI01073
MA,Bill Cimbrelo,N00040168,H6MA09172
CA,Gil Cisneros,N00041464,H8CA39174
IL,Anthony Clark,N00041111,H8IL07103
PA,David Clark,N00043236,H8PA07267
MA,Katherine Clark,N00035278,H4MA05084
UT,Ken Clark,N00043053,H8UT02289
TX,Mike Clark,N00038836,H6TX31045
NY,Yvette D Clarke,N00026961,H4NY11138
NM,Gavin Clarkson,N00042175,H8NM02222
NY,James Brian Clasby,N00041689,H8NY23191
CO,Nathan Clay,N00040879,H8CO07052
MO,William L Jr Clay,N00012460,H0MO01066
TX,Chris Claytor,N00025105,H2TX27117
CA,Reginald H Claytor,N00043110,H8CA07098
MO,Emanuel Cleaver,N00026790,H4MO05234
ME,Phil Cleaves,N00040911,H8ME02136
NY,Dave Clegg,N00041381,H8NY19231
MI,Paul Clements,N00035238,H4MI06105
KS,Christopher Clemmons,N00042436,H8KS03130
SC,Hosea Cleveland,N00036373,H4SC03111
CA,David Clifford,N00042079,H8CA47060
VA,Ben Cline,N00042296,H8VA06104
TX,Michael Cloud,N00041882,H8TX27049
SC,James E Clyburn,N00002408,H2SC02042
KS,Alan Earl Cobb,N00040717,H8KS04161
NY,Tedra Cobb,N00041382,H8NY21245
NJ,Mitchell Cobert,N00042168,H8NJ11191
VA,Leslie Cockburn,N00041460,H8VA05155
WA,Art Coday,N00031451,S0WA00258
NC,Matt Coffay,N00041147,H8NC11095
FL,Bob Coffman,N00041639,H8FL06106
CO,Mike Coffman,N00024753,H8CO06138
NY,Bob Cohen,N00043449,H8NY19280
OH,Lawrence Cohen,N00042484,H8OH12255
CA,Ron Cohen,N00038408,H6CA17141
TN,Steve Cohen,N00003225,H6TN09068
NC,Adam Coker,N00038717,H6NC02130
NY,Darren Cole,N00040602,H8NY16088
NY,Erin Cole,N00041526,H8NY27127
OK,Tom Cole,N00025726,H2OK04055
OK,Andy Coleman,N00040745,H8OK01124
NJ,Bonnie Coleman,N00036158,H4NJ12149
NC,Linda Coleman,N00041976,H8NC02110
